Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories;Areas
275;21100781873;"Journal of Drug and Alcohol Research";journal;"20908342, 20908334";0,141;Q4;10;57;141;1756;36;134;0,22;30,81;Egypt;Africa/Middle East;"Ashdin Publishing";"2015-2023";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
276;21100889413;"Language and Psychoanalysis";journal;"2049324X";0,137;Q4;3;0;19;0;11;19;0,43;0,00;United Kingdom;Western Europe;"University of Edinburgh";"2018-2022";"Linguistics and Language (Q3); Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology; Social Sciences"
277;21101070989;"Psychiatry (Moscow)";journal;"26186667, 16838319";0,137;Q4;5;60;237;2639;83;235;0,34;43,98;Russian Federation;Eastern Europe;"Medicinskoe Informacionnoe agentstvo";"2019-2023";"Biological Psychiatry (Q4); Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Neuroscience; Psychology"
278;19905;"Medicina Paliativa";journal;"1134248X";0,136;Q4;14;0;91;0;12;66;0,05;0,00;Spain;Western Europe;"Sociedad Espanola de Cuidados Paliativos";"2000-2022";"Anesthesiology and Pain Medicine (Q4); Clinical Psychology (Q4); Medical and Surgical Nursing (Q4); Medicine (miscellaneous) (Q4); Nursing (miscellaneous) (Q4)";"Medicine; Nursing; Psychology"
279;17700155037;"Cahiers Critiques de Therapie Familiale et de Pratiques de Reseaux";journal;"17821398, 13728202";0,134;Q4;8;22;80;446;8;74;0,04;20,27;Belgium;Western Europe;"De Boeck Supérieur";"2001-2023";"Clinical Psychology (Q4); Social Psychology (Q4)";"Psychology"
280;21100932468;"Counselling Psychology Review";journal;"17572142, 23968672";0,134;Q4;2;3;46;86;9;35;0,15;28,67;United Kingdom;Western Europe;"The British Psychological Society";"2019-2022";"Applied Psychology (Q4); Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
281;21100792739;"Psychiatry, Psychotherapy and Clinical Psychology";journal;"24142212, 22201122";0,133;Q4;4;41;175;1255;37;175;0,18;30,61;Belarus;Eastern Europe;"Professionalnye Izdaniya";"2016-2023";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
282;10900153310;"Psicologia Clinica";journal;"01035665";0,131;Q4;10;0;60;0;16;53;0,07;0,00;Brazil;Latin America;"Pontificia Universidade Catolica do Rio de Janeiro";"2007-2021";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
283;21100208021;"Infant Observation";journal;"17458943, 13698036";0,129;Q4;7;3;38;84;9;31;0,13;28,00;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2012-2023";"Applied Psychology (Q4); Clinical Psychology (Q4); Developmental and Educational Psychology (Q4); Social Psychology (Q4)";"Psychology"
284;17600155046;"Travailler";journal;"21025150, 16205340";0,129;Q4;14;19;48;376;4;42;0,12;19,79;France;Western Europe;"Martin Media";"2001-2022";"Clinical Psychology (Q4); Health (social science) (Q4); Social Psychology (Q4)";"Psychology; Social Sciences"
285;5800169793;"Connexions";journal;"17762804, 03373126";0,125;Q4;11;24;89;336;7;75;0,10;14,00;France;Western Europe;"Editions Eres";"2001-2022";"Clinical Psychology (Q4); Social Psychology (Q4)";"Psychology"
286;10300153303;"Psycho-Oncologie";journal;"17783798, 1778381X";0,123;Q4;11;35;82;1089;7;72;0,10;31,11;United States;Northern America;"Tech Science Press";"2007-2023";"Clinical Psychology (Q4); Oncology (Q4); Oncology (nursing) (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Nursing; Psychology"
287;15300154805;"Clinical Psychology Forum";journal;"17475732";0,122;Q4;18;44;433;731;24;275;0,06;16,61;United Kingdom;Western Europe;"British Psychological Society";"2005-2023";"Clinical Psychology (Q4)";"Psychology"
288;17600154904;"Cliniques Mediterraneennes";journal;"07627491, 17762790";0,122;Q4;10;28;128;456;12;123;0,10;16,29;France;Western Europe;"Editions Eres";"2001-2022";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
289;130167;"Psicoterapia Cognitiva e Comportamentale";journal;"11261072";0,117;Q4;16;14;49;676;3;40;0,06;48,29;Italy;Western Europe;"Edizioni Centro Studi Erickson";"2004-2022";"Clinical Psychology (Q4)";"Psychology"
290;75220;"Therapeutic Communities";journal;"09641866";0,114;Q4;19;8;40;306;10;37;0,16;38,25;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1992-2023";"Clinical Psychology (Q4); Health Professions (miscellaneous) (Q4); Psychiatry and Mental Health (Q4)";"Health Professions; Medicine; Psychology"
291;21101090588;"Journal of Army Medical University";journal;"20970927";0,110;Q4;2;279;522;7503;72;522;0,14;26,89;China;Asiatic Region;"Editorial Office of Journal of Third Military Medical University";"2022-2023";"Clinical Psychology (Q4); Medicine (miscellaneous) (Q4); Neuroscience (miscellaneous) (Q4)";"Medicine; Neuroscience; Psychology"
292;21100239231;"Contemporary Hypnosis and Integrative Therapy";journal;"20492154, 20492146";0,108;Q4;7;0;5;0;0;4;0,00;0,00;United Kingdom;Western Europe;"Crown House";"2011-2017, 2021";"Clinical Psychology (Q4); Complementary and Manual Therapy (Q4)";"Health Professions; Psychology"
293;14068;"Psychotherapies";journal;"0251737X";0,107;Q4;10;18;77;474;6;66;0,05;26,33;Switzerland;Western Europe;"Editions Medecine et Hygiene";"1990-2023";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
294;21100929577;"Psychoterapie";journal;"26950200, 18023983";0,106;Q4;3;4;62;93;5;57;0,10;23,25;Czech Republic;Eastern Europe;"Masaryk University";"2019-2022";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
295;19400158242;"Rivista Di Psicoanalisi";journal;"19744722, 00356492";0,106;Q4;6;0;188;0;4;120;0,02;0,00;Italy;Western Europe;"Raffaello Cortina Editore";"1960, 2010-2022";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
296;21100392550;"Revista Mexicana de Trastornos Alimentarios";journal;"20071523";0,105;Q4;12;16;52;727;5;49;0,00;45,44;Netherlands;Western Europe;"Elsevier B.V.";"2011, 2014-2023";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
297;36252;"Neurologia-Neurocirugia Psiquiatria";journal;"00283851";0,104;Q4;3;40;33;374;3;26;0,07;9,35;Mexico;Latin America;"Sociedad Mexicana de Neurologia y Psiquiatria";"1969-1979, 2008-2011, 2017-2023";"Clinical Psychology (Q4); Neurology (Q4); Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Neuroscience; Psychology"
298;17700156012;"Cahiers de Psychologie Clinique";journal;"1370074X, 17821401";0,103;Q4;10;21;108;293;8;94;0,04;13,95;Belgium;Western Europe;"De Boeck Supérieur";"2001-2022";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
299;4500151531;"Zeitschrift fur Psychiatrie, Psychologie und Psychotherapie";journal;"16642929, 16614747";0,103;Q4;21;0;21;0;5;21;0,00;0,00;Switzerland;Western Europe;"Hogrefe Publishing";"2006-2020";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
300;21100820884;"Existenzanalyse";journal;"10247033, 24097306";0,102;Q4;3;0;17;0;0;16;0,00;0,00;Austria;Western Europe;"Gesellschaft fur Logotherapie und Existenzanalyse - International (GLE-Int.)";"2016-2019";"Applied Psychology (Q4); Clinical Psychology (Q4); Psychiatry and Mental Health (Q4); Social Psychology (Q4)";"Medicine; Psychology"
301;20000195024;"Verhaltenstherapie und Verhaltensmedizin";journal;"10131973";0,102;Q4;4;23;43;845;2;41;0,03;36,74;Germany;Western Europe;"Pabst Science Publishers";"2011-2022";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
302;21101152624;"Clinical Psychology Today";journal;"25655698";0,101;Q4;2;0;33;0;0;27;0,00;0,00;Ireland;Western Europe;"University of Galway";"2019-2022";"Clinical Psychology (Q4)";"Psychology"
303;17600155116;"Imaginaire et Inconscient";journal;"16289676";0,101;Q4;4;0;57;0;1;50;0,00;0,00;France;Western Europe;"Esprit";"2001-2020, 2022";"Clinical Psychology (Q4)";"Psychology"
304;21100856790;"Kairos";journal;"25361597, 18549373";0,101;Q4;4;5;41;88;0;33;0,00;17,60;Slovenia;Eastern Europe;"Slovenian Umbrella Association for Psychotherapy";"2017-2021, 2023";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
305;21101027243;"Psychologie Clinique et Projective";journal;"21184496, 12655449";0,101;Q4;2;18;33;488;4;30;0,13;27,11;France;Western Europe;"Editions Eres";"2019-2020, 2022-2023";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
306;17700156013;"Figures de la Psychanalyse";journal;"17762847, 16233883";0,100;Q4;5;0;110;0;4;102;0,01;0,00;France;Western Europe;"Editions Eres";"2001-2007, 2009-2022";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
307;17600154905;"Gestalt";journal;"11545232";0,100;Q4;3;14;69;93;1;59;0,02;6,64;France;Western Europe;"Societe Francaise de Gestalt";"2002-2022";"Clinical Psychology (Q4)";"Psychology"
308;17600155216;"Savoirs et Clinique";journal;"16343298, 17762871";0,100;Q4;3;0;90;0;0;80;0,00;0,00;France;Western Europe;"Editions Eres";"2002-2010, 2012-2022";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
309;21100199715;"Tempo Psicanalitico";journal;"23166576, 01014838";0,100;Q4;4;13;90;401;1;88;0,00;30,85;Brazil;Latin America;"Sociedade de Psicanalise Iracy Doyle";"2010-2021";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
310;17700155818;"Topique";journal;"00409375";0,100;Q4;6;43;99;1112;5;91;0,00;25,86;France;Western Europe;"Esprit";"2001-2023";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
311;21101153195;"Clinical Psychology and Special Education";journal;"23040394";;-;1;38;0;1664;0;0;0,00;43,79;Russian Federation;Eastern Europe;"Moscow State University of Psychology and Education";"2023";"Clinical Psychology; Developmental and Educational Psychology; Experimental and Cognitive Psychology; Neuropsychology and Physiological Psychology";"Psychology"
312;21101034437;"Journal for ReAttach Therapy and Developmental Diversities (discontinued)";journal;"25897799";;-;6;362;142;9363;99;140;0,74;25,86;Netherlands;Western Europe;"ReAttach Therapy International Foundation";"2020-2023";"Clinical Psychology; Developmental and Educational Psychology; Neuropsychology and Physiological Psychology; Rehabilitation";"Medicine; Psychology"
313;21101170038;"Journal of Psychopathology and Clinical Science";journal;"2769755X, 27697541";;-;3;58;0;3915;0;0;0,00;67,50;United States;Northern America;"American Psychological Association";"2023";"Biological Psychiatry; Clinical Psychology; Medicine (miscellaneous); Psychiatry and Mental Health; Psychology (miscellaneous)";"Medicine; Neuroscience; Psychology"
